primary_stud_code,company_name,parent_company,address,city,state,zip,phone_fax,assigned,end Date,ending_date,notes,assigned_date
250,"Select Sires, Inc.",Select Sires,11740 U.S. 42 North,Plain City,OH,43064,"614.873.4683, Fax:614.873.6073",Marketing Only 01/01/2017,NA,NA,"Formerly known as Sire Lodge, Inc.; Genervations - assigned 09/17/2003 - end date 12/31/2016",2017-01-01T00:00:00Z
251,CIA Alsace Genetique/UNECO,NA,Moulin Goepp,Brumath Bas-Rhin,NA,67170 FRANCE,"33 388 511166, Fax:33 388 519392",Assigned 09/13/2004,End Date 05/13/2008,2008-05-13,NA,2004-09-13T00:00:00Z
252,Geno AI Center,Geno AI Center,Ekebergveien 54,Stange,NA,N-2335 NORWAY,47 95 02 0600,Assigned 06/03/2005,NA,NA,NA,2005-06-03T00:00:00Z
253,GEN'IATEST,NA,4 rue des Epiceas,Roulans,NA,25640 FRANCE,"33 3 81 63 28 28, Fax:33 3 81 63 28 29",Assigned 02/14/2006,NA,NA,NA,2006-02-14T00:00:00Z
254,"Dakota Sire Service, Inc.",NA,40275 257th Street,Mitchell,SD,57301,"605.996.9100, Fax:605.995.0611",Assigned 10/18/2005,End Date 02/22/2008,2008-02-22,NA,2005-10-18T00:00:00Z
255,"UK Sire Services, LTD",NA,"Venton Stud, Tigley",Totnes,NA,TQ9 6DP UNITED KINGDOM,"44 1803 863560, Fax:44 1803 863560",Assigned 01/05/2006,NA,NA,NA,2006-01-05T00:00:00Z
256,COOPEX,NA,"61, Chemin des Hoteaux",Brindas,NA,69126 FRANCE,"33 4 72 38 31 72, Fax:33 4 72 38 31 70",Assigned 02/14/2006,NA,NA,Formerly known as  U. C.EA.R. (Union des Cooperatives d'Elevage Alpes Rhone,2006-02-14T00:00:00Z
257,MIDA TEST,NA,les Nauzes,Souai,NA,81580 FRANCE,"33 563 82 52 75, Fax:33 563 75 54 59",Assigned 02/14/2006,End Date 04/14/2020,2020-04-14,NA,2006-02-14T00:00:00Z
258,Cooperative des Eleveurs du Pays Vert,NA,BP 419,Aurillac,NA,15004cdx FRANCE,"33 471 46 26 00, Fax:33 471 46 26 03",Assigned 02/14/2006,End Date 04/14/2020,2020-04-14,NA,2006-02-14T00:00:00Z
259,Elgin Breeding Service/West,Elgin Breeding Service,"P.O. Box 696, Highway 48-107 Cora Dutton Road",Capitan,NM,88316,"575.354.2929, Fax:575.354.2942",Assigned 03/03/2006,End Date 12/15/2014,2014-12-15,(07/23/1989),2006-03-03T00:00:00Z
260,"Inguran, LLC dba Sexing Technologies - Ohio",STgenetics,10630 US Highway 42,Marysville,>OH,43040,"614.873.4520, Fax:614.873.4523",Assigned 05/12/2006,NA,NA,Formerly GRI/Sexing Technologies,2006-05-12T00:00:00Z
261,"Inguran, LLC dba Sexing Technologies - Wisconsin",STgenetics,1525 River Road,DeForest,WI,53532,"608.846.8729, Fax:608.846.1453",Assigned 08/21/2006,End Date 09/26/2022,2022-09-26,Formerly GRI/Sexing Technologies,2006-08-21T00:00:00Z
262,"Champion Genetics, Inc.",NA,18035 FM 17,Canton,TX,75103,"903.567.4044, Fax:903.567.6587",Assigned 09/19/2006,NA,NA,NA,2006-09-19T00:00:00Z
263,FABA Service Cooperative,NA,PO Box 95,Hollola,NA,15871 FINLAND,"358 40 311 5000, Fax:358 40 381 2284",Assigned 01/29/2007,End date: 12/08/2010,2010-12-08,NA,2007-01-29T00:00:00Z
264,Trans Ova Genetics,NA,2938 380th Street,Sioux Center,IA,51250,"712.722.3586, Fax:712.722.3577",Assigned 02/06/2007,NA,NA,NA,2007-02-06T00:00:00Z
265,Goepel Genetik GmbH,NA,Am Fockenberg 1,Herleshausen,NA,D-37293 GERMANY,"49 5654 924988 0, Fax:49 5654 924988 13",Assigned 02/14/2007,NA,NA,NA,2007-02-14T00:00:00Z
266,Sexing Technologies Benelux,STgenetics,Teugseweg 16-7418AM,Deventer,NA,THE NETHERLANDS,"31 570 505177, Fax:31 570 505178",Assigned 04/06/2007,NA,NA,NA,2007-04-06T00:00:00Z
267,"Inguran, LLC dba Sexing Technologies - New York",STgenetics,521 Sheffield Road,Ithaca,NY,14850,"607.272.2590, Fax:607.272.2592",Assigned 07/24/2007,End Date 09/26/2022,2022-09-26,NA,2007-07-24T00:00:00Z
268,Brushy Creek Custom Sires,NA,18051 FM 1660,Taylor,TX,76574,"512.352.7444, Fax:512.352.5046",Assigned 04/03/2007,NA,NA,NA,2007-04-03T00:00:00Z
269,Repro Select,NA,1020 Bailes Dairy Road,Shepherd,TX,77371,"936.628.6280, Fax:936.628.6687",Assigned 04/20/2007,NA,NA,NA,2007-04-20T00:00:00Z
270,Sexing Technologies Canada,STgenetics,244151 Range Road #283,Conrich,AB,T2M 4L5 CANADA,"403.568.6690, Fax:403.280.1666",Assigned 12/17/2007,NA,NA,NA,2007-12-17T00:00:00Z
271,World West Sire Services,NA,25 Winterpast Lane,Joliet,MT,59041,406.628.7510,Assigned 01/17/2008,NA,NA,NA,2008-01-17T00:00:00Z
272,"Western Sire Services, Inc.",NA,2038 670th Road,Gordon,NE,69343,"308.282.1707, Fax:308.282.2194",Assigned 06/06/2008,NA,NA,NA,2008-06-06T00:00:00Z
273,CZ Delta - subsidiary of CRV Holding BV,CRV Holding,Videnska 340,Vestec,NA,25242 CZECH REPUBLIC,"42 02449 12201, Fax:42 0244 102530",Assigned 06/18/2008,NA,NA,NA,2008-06-18T00:00:00Z
274,"Inguran, LLC dba Sexing Technologies-Westby",STgenetics,828 South Main Street,Westby,WI,54667,"608.634.2726, Fax:608.634.2722",Assigned 09/22/2008,NA,NA,NA,2008-09-22T00:00:00Z
275,Northwest Reproduction Center,NA,4221 Fairview Road,Ellensburg,WA,98926,509.968.3132,Assigned 04/06/2009,NA,NA,NA,2009-04-06T00:00:00Z
276,Sexing Technologies-France,STgenetics,"SARL Roulans, 10 rue des Epiceas",Roulans,NA,25640 FRANCE,33 381 840 873,Assigned 04/24/2009,NA,NA,NA,2009-04-24T00:00:00Z
277,Sexing Technologies-Italy - SRL,STgenetics,Strada Cadiane 179,Modena,NA,41126 ITALY,NA,Assigned 06/18/2009,NA,NA,NA,2009-06-18T00:00:00Z
278,"Inguran, LLC dba Sexing Technologies-Shawano",STgenetics,100 MBC Drive,Shawano,WI,54166,"715.526.5072, Fax 715.526.8033",Assigned 11/13/2009,NA,NA,Formerly ST-Oakfield,2009-11-13T00:00:00Z
279,"Integrated Breeders Service, LLC",NA,10541 E OSR,Hearne,TX,77859,"979.828.5531, Fax: 979.828.5532",Assigned 06/07/2010,NA,NA,NA,2010-06-07T00:00:00Z
280,"Inguran, LLC dba Sexing Technologies-Vienna Farms",STgenetics,6938 Hickory Lane,DeForest,WI,53532,"608.846.2765, Fax: 608.846.2785",Assigned 06/03/2014,NA,NA,Formerly assigned to Sexing Technologies-Nebraska,2014-06-03T00:00:00Z
281,James Clark Cooper DVM (Cooper Veterinary Hospital),NA,5234 Cypress Street,West Monroe,LA,71291,"318.396.8099, Fax: 318.396.5571",Assigned 01/17/2011,NA,NA,NA,2011-01-17T00:00:00Z
282,"GenSTAR Global, LLC",NA,2633 State Road 78,Mt. Horeb,WI,53572,"608.845.1502, Fax: 608.845.1522",Assigned 08/09/2011,End Date 01/01/2019,2019-01-01,NA,2011-08-09T00:00:00Z
283,Sexing Technologies-Australia,STgenetics,92 Smith's Road,Glenormiston,Victoria,3260 AUSTRALIA,"61.3.55925265, Fax: 61.3.55932630",Assigned 02/02/2012,NA,NA,NA,2012-02-02T00:00:00Z
284,"Ingurn LLC, dba STgenetics/Sexing Technologies-Hamilton",STgenetics,605 Ruakura Road,Hamilton,NA,3286 NEW ZEALAND,64.7.834.2316,Assigned 03/16/2012,NA,NA,NA,2012-03-16T00:00:00Z
285,Sexing Technologies-France SARL,STgenetics,La Lande de la Rencontre,Saint-Aubin-du-Cormier,NA,35140 FRANCE,33.644.209.292,Assigned 07/17/2012,NA,NA,NA,2012-07-17T00:00:00Z
286,STgenetics Canada ULC,STgenetics,"7970 Perth Road 147, R.R.#4",Listowel,ON,N4W 3G9 CANADA,519.291.9916,Assigned 09/07/2012,NA,NA,"Formerly known as Cogent Canada Corp; Foundation Genetics Service, Inc.",2012-09-07T00:00:00Z
287,Sexing Technologies-Germany GmbH,STgenetics,Am Osterfeld 14,"Clooperburg-Bethen, Niedensachsen",NA,D-49661 GERMANY,49 172 856 5423,Assigned 11/05/2012,NA,NA,NA,2012-11-05T00:00:00Z
288,ASCOL,NA,"Centro de Seleccion, Enmesnada, No. 55",Cenero-Gijon,NA,33392 SPAIN,34 985266676; Fax: 34 985266869,Assigned 12/26/2012,NA,NA,NA,2012-12-26T00:00:00Z
289,NDJ AI Center,NA,NO.18-Khorshid Alley-Itally St-Keshavarz Blvd,"Tehran, Tehran",NA,1415914391 IRAN,98 9123444844; Fax: 98 2188966245,Assigned 03/07/2013,NA,NA,NA,2013-03-07T00:00:00Z
291,"Inner Mongolia Saikexing Reproductive Biotechnologies Co., Ltd.",NA,"6F, Mengniu R&D Center, Shengle Economic Zone, Helin County","Hohhot, Inner Mongolia",NA,011517 P.R.CHINA,+86 (0)471-2524095; Fax: +86 (0)471-7392164,Assigned 03/04/2013,NA,NA,NA,2013-03-04T00:00:00Z
292,Sexing Technologies-Ireland,STgenetics,TEAGSC Moorepark,"Fermoy, County Cork",NA,IRELAND,+31 613 950 110,Assigned 04/12/2013,NA,NA,NA,2013-04-12T00:00:00Z
293,"MultiGen Reproductive Solutions, LLC",NA,895 Newlands Lane,Stanford,KY,40484,"606.365.2654, Fax: 606.365.2661",Assigned 04/22/2013,End Date 06/25/2019,2019-06-25,NA,2013-04-22T00:00:00Z
294,Bow Valley Genetics Ltd.,NA,Box 240,Rosemary,AB,T0S 2W0 CANADA,403.362.1933,Assigned 08/02/2013,NA,NA,NA,2013-08-02T00:00:00Z
295,Alta/AgriCorp,NA,Unit A328 Zhao Wei Hua Deng Building,Beijing,Chaoyang District,100015 CHINA,+86 10 6435 4066,Assigned 08/14/2013,NA,NA,NA,2013-08-14T00:00:00Z
296,Canadian Beef Sires,NA,36142A Hwy. 2 Service Road S.B.,Innisfail,AB,T4G 1T8 CANADA,403-227-1663,Assigned 01/24/2014,End Date 01/01/2015,2015-01-01,NA,2014-01-24T00:00:00Z
297,Bayern Genetik GmbH,NA,Senator-Gerauer-Str. 19,Poing,BY,85586 GERMANY,403-227-1663,Assigned 02/07/2014,NA,NA,NA,2014-02-07T00:00:00Z
298,Stredisko Pro Odber Spermatu Nove Homole,NA,Lipenska 869/17,Ceske Budejovice,NA,37001 CZECH REPUBLIC,420 724 745 959,Assigned 02/07/2014,NA,NA,NA,2014-02-07T00:00:00Z
299,Laurel Highlands Animal Health,NA,876 Stoystown Road,Somerset,PA,15501,"814.445.8971, Fax:814.445.9279",Assigned 04/14/2014,NA,NA,NA,2014-04-14T00:00:00Z
300,KI de Toekomst B.V.,NA,Nijenhof 3,Albergen,Overijssel,NL-7665 DJ,+31 6 134 850 36,Assigned 07/11/2014,End Date 02/28/2016,2016-02-28,NA,2014-07-11T00:00:00Z
301,CapGenes,NA,Agropole - 2135 Route De Chauvigny,Mignaloux Beauvoir,NA,86550 FRANCE,549561075,Assigned 07/28/2014,NA,NA,NA,2014-07-28T00:00:00Z
302,Geno AI Center,Geno AI Center,Storhamargata 44,Hamar,NA,2317 NORWAY,47 95 02 0600,Assigned 12/03/2014,End Date 02/05/2018,2018-02-05,NA,2014-12-03T00:00:00Z
303,Sexing Technologies-Switzerland,STgenetics,Hauptstrasse 61,Muelligan,Aargau,5243 SWITZERLAND,31 613 950 110,Assigned 12/18/2014,NA,NA,NA,2014-12-18T00:00:00Z
304,"Inguran, LLC dba Sexing Technologies-Laceyville",STgenetics,10156 State Road 6,Laceyville,PA,18623,979.204.4324,Assigned 4/24/2015,End Date 06/30/2021,2021-06-30,NA,NA
305,"Shandong Ox Livestock Breeding Ltd, CO.",NA,"No. 159, Gongyebei Road",Ji'nan,Shandong,250131 CHINA,086 531 88960069,Assigned 7/7/2016,NA,NA,NA,1965-11-02T00:00:00Z
306,"605 Sires, LLC",STgenetics,27666 443rd Ave.,Marion,SD,57043,"605.941.5241, Fax:605.925.7473",Assigned 1/25/2017,NA,NA,NA,1995-05-18T00:00:00Z
307,Slovenske Biologicke Sluzby a.s.,NA,Kremnicka 2,Banska Bystrica,Slovakia,97400,421918343439,Assigned 2/14/2017,NA,NA,NA,1967-05-09T00:00:00Z
308,"Beijing Sunlon Livestock Development Co., Ltd. Dairy Cattle Center",NA,Qinghe nanshen Desheng menwai,Chaoyang District,Beijing,100192 CHINA,"86-10-62948029, Fax:86-10-62948011",Assigned 2/1/2017,NA,NA,NA,1987-11-15T00:00:00Z
309,"Shanghai Dairy Breeding Center Co.,Ltd",NA,Jiangchang West Road,NA,Shanghai,200436 CHINA,"+86-21-56481688-8206, Fax:+86-21-56488068",Assigned 2/1/2017,NA,NA,NA,1969-01-29T00:00:00Z
310,Breed-Rite LLC,NA,"24650 Highway 60, PO Box 1421",Canyon,TX,79015,"575.693.5641, Fax:806.686.0981",Assigned 3/27/2017,NA,NA,NA,1968-08-15T00:00:00Z
311,He Nan Dairy Center Quan Zhao Tian,NA,No. 19 Xing Da Road,Zheng Zhou,He Nan CHINA,450000,"86 135 2680 3413, Fax:86 0371 60212146",Assigned 3/29/2017,NA,NA,NA,1995-03-20T00:00:00Z
312,ANARB-Associazione Nazionale Allevatori Razza Bruna Italiana,NA,Loc Ferlina 204,Bussolengo,VR ITALY,37012,"0456760111, Fax:0457156655",Assigned 7/13/2017; Reactivated 1/26/2021,End Date 5/16/2018,2018-05-16,NA,1969-09-22T00:00:00Z
313,Xinjiang Tianshan Animal Husbandry & Biological Breeding Co. Ltd.,NA,Ashley township nur village,Changji Xinjiang,CHINA,831100,"8618999345205, Fax:869946566616",Assigned 9/27/2017,NA,NA,NA,1969-11-07T00:00:00Z
314,ABS Global,ABS Global,6908 Pepsi Way,Windsor,WI,53598,608.846.3721,Assigned 8/29/2017,NA,NA,NA,1970-05-04T00:00:00Z
315,Select Star S.A.,NA,85 Rte. de Presinge,Puplinge/GE,Geneva,1241 SWITZERLAND,41 22 349 73 73,Assigned 10/31/2017,NA,NA,NA,2017-10-31T00:00:00Z
316,Custom Genetic Solutions,NA,40275 257th Street,Mitchell,SD,57301,605.996.7883,Assigned 11/03/2017,NA,NA,NA,2017-11-03T00:00:00Z
317,Tararua Breeding Centre,NA,"80541 Masterton Road, RD 3",Woodville,NA,New Zealand,64 6 3764955,Assigned 2/08/2018,Inactive 3/12/2021,2021-03-12,NA,1970-05-27T00:00:00Z
318,HeBei Pin Yuan Biotechnology Co.,NA,Shany Fan 7own,Shijiazhuang,HeBei,CHINA,818947120075,Assigned 2/26/2018; Re-activated 1/28/2022,End Date 02/26/2020,2020-02-26,NA,1980-11-12T00:00:00Z
319,Lubny Breeding Company,NA,Kyivska #A Street,"Lubny, Poltava Region",NA,Ukraine,380956509194,Assigned 6/19/2018,NA,NA,NA,1970-08-29T00:00:00Z
320,"PLEMO, a.s.",NA,Zarybnik 516,Merin 59442,NA,CZECH,420602739735,Assigned 6/12/2018,End Date 02/04/2020,2020-02-04,NA,1970-10-06T00:00:00Z
321,RECA SA DE CV,NA,"Carr. Chichimequillas km 23.2, Sta Maria Begona","Queretaro, QRO",76263,MEXICO,524422302777,Assigned 6/27/2018,NA,NA,NA,1978-12-29T00:00:00Z
322,DMV GenetiQ Services,NA,162 Route 122,Saint-Germain-de Grantham,QC,J2B 6V2 CANADA,819.639.7517,Assigned 2/04/2019,NA,NA,NA,1982-10-28T00:00:00Z
323,"Inguran, LLC- dba, STgenetics-Tiffin Sec. Loc.",STgenetics,752 East State Route 18,Tiffin,OH,44883,419.447.6262,Assigned 04/15/2019,NA,NA,NA,2019-04-15T00:00:00Z
324,Censyra-Leon,NA,"C/ Paramo s/n, Villaquilambre",Leon,NA,24193 SPAIN,34 987281750,Assigned 06/24/2019,NA,NA,NA,2019-06-24T00:00:00Z
325,Zargene Alborz Co.,NA,"Unit 6, 341 N Jamalzadeh Avenue",Tehran,NA,IRAN,98 21 66946985; Fax: 98 21 66946986,Assigned 06/24/2019,NA,NA,NA,2019-06-24T00:00:00Z
326,TransOva Genetics,NA,855 West Hawkeye Avenue,Turlock,CA,95380,712.722.3596,Assigned 08/16/2019,NA,NA,NA,2019-08-16T00:00:00Z
327,"Inguran, LLC dba Sexing Technologies-Watertown",STgenetics,N8350 High Road,Watertown,WI,53094,936.870.3960,Assigned 11/22/2019,NA,NA,NA,2019-11-22T00:00:00Z
328,Trans Ova Genetics,NA,7441 Sharpburg Pike,Boonsboro,MD,21713,866.774.3162,Assigned 01/13/2020,NA,NA,NA,2020-01-13T00:00:00Z
329,Premier Genetics,NA,23265 Poorboy Road,Warsaw,MO,65355,660.438.2188,Assigned 02/06/2020,NA,NA,Formerly known as B3 Genetix,2020-02-06T00:00:00Z
330,Limper Congelaciones Profesionales SA. CV.,NA,27 de Septiembre M7-L18 Col. Independencia.,Queretaro,QRO,MEXICO,524422379248,Assigned 02/24/2020,NA,NA,NA,2020-02-24T00:00:00Z
331,Faragen,NA,"Unit 19, 4th Floor, B Block Number 16, Karimi Avenue, Namaz Blvd. Standard Sq.",Karaj,Albroz 3173676457,IRAN,982636779572,Assigned 08/05/2020,End Date 01/01/2022,2022-01-01,NA,2020-08-05T00:00:00Z
332,Genex Brasil LTDA,Genex,"Rua Haroldo Fleming Da Lavra, 21",Itanhandu,MG 37464000,BRAZIL,551633623888,Assigned 10/13/2020,NA,NA,NA,2020-10-13T00:00:00Z
333,"Griswold Genetics, LLC",NA,9313 East 6th Avenue,Stillwater,OK,74074,405.372.3300,Assigned 02/19/2021,End Date 01/01/2022,2022-01-01,NA,2021-02-19T00:00:00Z
334,Kalagen Agro Ind. Co.,NA,Jalilabad Pishva,Tehran,Tehran 3386148099,IRAN,982136743686,Assigned 05/25/2021,NA,NA,NA,2021-05-25T00:00:00Z
335,Vigogen S.A.de C.V.,NA,Corr. Pobellon de Hidalgo Km 1,Rincon de Romos,Aguoscalientes 20437,MEXICO,449 106 48 78,Assigned 09/16/2021,NA,NA,NA,2021-09-16T00:00:00Z
336,"Intergen Rus, LLC",NA,Yagodnaya str. 3Aa,"Polessky district, Near Village",Kalinlingrad Region 238642,RUSSIA,7 906 216 3900,Assigned 11/19/2021,NA,NA,NA,2021-11-19T00:00:00Z
337,Inguran LLC dba Sexing Technologies-Huntley,STgenetics,10 West Arrow Creek Road,Huntley,MT,59037,NA,Assigned 10/26/2020,NA,NA,NA,2020-10-26T00:00:00Z
338,"Inguran, LLC dba STgenetics-Kaliningrad",STgenetics,Yagodnaya str. 3Aa,"Polessky district, Near Village",Kalinlingrad Region 238642,RUSSIA,NA,Assigned 12/21/2021,NA,NA,NA,2021-12-21T00:00:00Z
339,Sexing Technologies-Spain,STgenetics,Fantao Experante,Lugo,27210,SPAIN,34 982 284 391,Assigned 02/17/2022,NA,NA,NA,2022-02-17T00:00:00Z
340,"Inguran, LLC dba STgenetics-Marion",STgenetics,27664 444th Avenue,Marion,SD,57043,605.925.7473,Assigned 03/14/2022,NA,NA,NA,2022-03-14T00:00:00Z
341,"Membrane Protective Technologies, Inc.",NA,5123 East County Road 52,Fort Collins,CO,80524,970.484.9842,Assigned 05/03/2022,NA,NA,NA,2022-05-03T00:00:00Z
342,"Red Hills Animal Reproductive Specialties, LLC",NA,138 Greenleaf Lane,Thomasville,GA,31757,229.355.2022,Assigned 05/03/2022,NA,NA,NA,2022-05-03T00:00:00Z
343,"Inguran, LLC dba STgenetics-Saint-Germain-de-Grantham",STgenetics,162 chemin Yamaska,Saint-Chermain-de-Grantham,QC,J0C 1K0 CANADA,936.870.3960,Assigned 05/04/2022,NA,NA,NA,2022-05-04T00:00:00Z
344,"Inguran, LLC dba STgenetics-Awahuri",STgenetics,"15 Palmerston Street, RD6",Awahuri,NA,4476 NEW ZEALAND,NA,Assigned 06/27/2022,NA,NA,NA,2022-06-27T00:00:00Z
345,"Bullnanza Stud Services, LLC",NA,226 CR 118,Sweetwater,TX,79556,361.876.5886,Assigned 08/01/2022,NA,NA,NA,2022-08-01T00:00:00Z
346,Flying Cow Genetics,NA,429746 East 70 Road,Welch,OK,74369,918.929.3178,Assigned 10/11/2022,NA,NA,NA,2022-10-11T00:00:00Z
347,"Inguran, LLC dba Sexing Technologies-Indaiatuba",STgenetics,"Estrada Joao Ceccon, 4001",Indaiatuba,Sao Paulo,13331-400 BRAZIL,55 19 3801-1238,Assigned 11/04/2022,NA,NA,NA,2022-11-04T00:00:00Z
348,"H-II Livestock Services, LLC",NA,35504 S 4415 Road,Big Cabion,OK,574332,580.254.1876,Assigned 11/22/2022,NA,NA,NA,2022-11-22T00:00:00Z
354,Hawkeye Breeders North,Hawkeye Breeders,W1096 State Road 92,Brooklyn,WI,53521,515.993.4711; Fax:515.993.4176,Assigned 06/02/2017,NA,NA,NA,2017-06-02T00:00:00Z
500,Southern Idaho Reproductive Enterprises (S.I.R.E),NA,1868 South 1850 East,Gooding,ID,83314,208.308.4080,Assigned 09/28/2005,End Date 05/21/2009,2009-05-21,NA,2005-09-28T00:00:00Z
501,GENEX Cooperative/CRI,Genex,100 MBC Drive/P.O. Box 469,Shawano,WI,54166,"715.526.2141, Fax:715.526.3219",Assigned 12/07/2005,NA,NA,Designated for Sexed Semen,2005-12-07T00:00:00Z
502,GENEX Cooperative/CRI,Genex,100 MBC Drive/P.O. Box 469,Shawano,WI,54166,"715.526.2141, Fax:715.526.3219",Assigned 12/07/2005,NA,NA,NA,2005-12-07T00:00:00Z
503,"Consultor Lechero Venta y Servicios, Inc.",NA,20500 Rookery Drive,Estero,FL,33928,"239.495.9227, Fax:239.494.8600",Assigned 01/03/2006,End Date 01/14/2019,2019-01-14,NA,2006-01-03T00:00:00Z
504,"Global Genetic Resources, LLC",NA,517 Main Street,Downing,WI,54734,"715.265.4285, Fax:715.265.4281",Assigned 01/19/2007,End Date 06/18/2021,2021-06-18,NA,2007-01-19T00:00:00Z
505,Robert Bignami-Brentwood Farms,NA,24540 Clark Avenue,Orland,CA,95963,"530.865.5612, Fax:530.865.3001",Assigned 04/04/2007,NA,NA,NA,2007-04-04T00:00:00Z
506,"Global Ag Alliance, Inc.","Global Ag Alliance, Inc.",P.O. Box 6695,Visalia,CA,93290,559.730.6629,Assigned 08/08/2007,NA,NA,Formerly Sierra Desert Breeders,2007-08-08T00:00:00Z
507,"Select Sires, Inc.",Select Sires,11740 U.S. 42 North,Plain City,OH,43064,"614.873.4683, Fax:614.873.6073",Assigned 01/03/2006,NA,NA,Designated for Sexed Semen,2006-01-03T00:00:00Z
508,El Toro Genetics-Bill Hillier,NA,41925 Yorba Avenue,Temecula,CA,92592,"951.333.1260, Fax:951.699.8701",Assigned 04/10/2007,End Date 02/11/2013,2013-02-11,NA,2007-04-10T00:00:00Z
509,"Select Sires, Inc.",Select Sires,11740 U.S. 42 North,Plain City,OH,43064,"614.873.4683, Fax:614.873.6073",Assigned 01/03/2006,NA,NA,Designated for Sexed Semen,2006-01-03T00:00:00Z
510,"JLG Enterprises, Inc.",JLG Enterprises,11116 Sierra Road,Oakdale,CA,95361,"209.847.4797, Fax:209.847.5874",Assigned 05/01/2018,NA,NA,Designated for Sexed Semen; Formerly assigned to Wilonna Sires,2018-05-01T00:00:00Z
511,"Alta Genetics USA, Inc.",Alta Genetics,"P.O. Box 437, N8452 Airport Road",Watertown,WI,53094,"920.206.4532, Fax:920.262.8022",Assigned 10/05/2005,NA,NA,Designated for Sexed Semen,2005-10-05T00:00:00Z
512,Stephen Borland-Rapid Bay Sires,NA,1189 Island Road,Ormstown,QC,J0S 1K0 CANADA,"450.829.2596, Fax:450.829.4147",Assigned 08/18/2008,End Date 05/21/2009,2009-05-21,NA,2008-08-18T00:00:00Z
513,Trans-America Genetics by ST,STgenetics,4865 Blvd. Laurier Ouest,Saint-Hyacinthe,QC,J2S 3V4 CANADA,"450.771.6444, Fax: 450.771.1397",Assigned 08/19/2008; Reactivated 2/24/2012,NA,NA,NA,2008-08-19T00:00:00Z
514,Accelerated Genetics,Select Sires,E10890 Penny Lane,Baraboo,WI,53913-9408,"608.356.8357, Fax:608.356.4387",Assigned 06/12/2006,NA,NA,Designated for Sexed Semen,2006-06-12T00:00:00Z
515,A.I. Total B.V.,NA,Bremmeierstraat 8,Wijhe,NA,"9131 PK, THE NETHERLANDS",31 570 589 911,Assigned 05/19/2010,NA,NA,NA,2010-05-19T00:00:00Z
516,"Global Ag Alliance, Inc.","Global Ag Alliance, Inc.",P.O. Box 6695,Visalia,CA,93290,559.730.6629,Assigned 09/25/2007,NA,NA,Formerly Sierra Desert Breeders,2007-09-25T00:00:00Z
517,The Semex Alliance,Semex Alliance,5653 Highway 6 North,Guelph,ON,N1H 6J2 CANADA,519.821.5060,Assigned 12/12/2007,NA,NA,NA,2007-12-12T00:00:00Z
518,The Semex Alliance,Semex Alliance,5653 Highway 6 North,Guelph,ON,N1H 6J2 CANADA,519.821.5060,Assigned 12/12/2007,NA,NA,NA,2007-12-12T00:00:00Z
519,The Semex Alliance,Semex Alliance,5653 Highway 6 North,Guelph,ON,N1H 6J2 CANADA,519.821.5060,Assigned 12/12/2007,NA,NA,NA,2007-12-12T00:00:00Z
520,"GeneSource, LLP",NA,E9784 Buckhorn Road,Reedsburg,WI,53959,"608.434.2232, Fax:608.234.5961",Assigned 07/21/2009,End Date 12/23/2011,2011-12-23,NA,2009-07-21T00:00:00Z
521,"GENEX Cooperative, Inc.",NA,P.O. Box 469,Shawano,WI,54166,"715.526.2141, Fax:715.526.3219",Assigned 05/28/2019,NA,NA,Designated for Sexed Semen,2019-05-28T00:00:00Z
522,Cogent Breeding Ltd.,NA,"Heywood House, Chowley Oak Business Park","Chester, Cheshire",NA,CH3 9GA UNITED KINGDOM,44 1829 773 402,Assigned 10/31/2017,NA,NA,Designated for Sexed Semen; Formerly ST/TWG; formerly ST for NE,2017-10-31T00:00:00Z
523,Sexing Technologies-Texas,STgenetics,22575 SH6 South,Navasota,TX,77803,"936.870.3960, Fax:936.870.3963",Assigned 05/11/2009,NA,NA,Designated for Sexed Semen,2009-05-11T00:00:00Z
524,German Genetics International (GGI)-Spermex,German Genetics International (GGI),Am Osterfeld 14,Cloppenburg-Bethen,NA,49661 GERMANY,"49 4471 9174 0, Fax:49 4471 9174 74",Assigned 04/04/2011,NA,NA,Designated for Sexed Semen,2011-04-04T00:00:00Z
525,Triple-Hil Sires,NA,22046 Old Forge Rd.,Smithsburg,MD,21783,855.955.2100,Assigned 06/21/2011,NA,NA,NA,2011-06-21T00:00:00Z
526,Zooservis a.s.,NA,Mala Bystrice 158,Valasska Bystrice,NA,75627 CZECH REPUBLIC,420602369565,Assigned 10/18/2011,NA,NA,NA,2011-10-18T00:00:00Z
527,Select Sires AG,Select Sires,E10890 Penny Lane,Baraboo,WI,53913-9408,"608.356.8357, Fax:608.356.4387",Assigned 01/04/2012,NA,NA,Designated for Sexed Semen,2012-01-04T00:00:00Z
528,Viking Genetics,Viking Genetics,PO Box 64,SE 532 21 Skara,NA,SWEDEN,"46 511 267 00, Fax:46 511 267 07",Assigned 3/30/2011,NA,NA,Designated for Sexed Semen,1982-10-28T00:00:00Z
529,ABS Global,ABS Global,P.O. Box 459/1525 River Road,Deforest,WI,53532,608.846.6417,Assigned 12/02/2005,NA,NA,Designated for Sexed Semen,2005-12-02T00:00:00Z
530,ABS Global,ABS Global,P.O. Box 459/1525 River Road,Deforest,WI,53532,608.846.6417,Assigned 06/05/2007,NA,NA,NA,2007-06-05T00:00:00Z
